,question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type,normalized_right_chunk,multiple_chunks,top1,topk,retriv_semantic_sim,exact_match,f1,gen_sim
22,How does BoJack describe his life to Charlie Rose?,"As a ""long, hard kick in the urethra.""","BOJACK: ...for a lot of people, life is just one long, hard kick in the urethra","The context doesn't describe BoJack describing his life to Charlie Rose. It seems to be a conversation about someone else, possibly a family member or someone BoJack knows. BoJack is actually reacting to something Charlie Rose asked.","['ENT: Charlie Rose interviewing BoJack', ""BOJACK: That's a great question, Charlie."", 'BOJACK: Do I know his story? If I recall correctly, he was bringing up three boys of his own.', 'BOJACK: What?', 'BOJACK: What?']","[{'tokens': 7, 'role': 'ENT', 'chunk': 0, 'source_para': 11}, {'tokens': 12, 'role': 'BOJACK', 'chunk': 0, 'source_para': 35}, {'source_para': 421, 'chunk': 0, 'role': 'BOJACK', 'tokens': 25}, {'role': 'BOJACK', 'tokens': 6, 'source_para': 184, 'chunk': 0}, {'source_para': 223, 'tokens': 6, 'role': 'BOJACK', 'chunk': 0}]",Internal Context & Emotional State,"['BOJACK: Yikes, that sounds like a hard kick in the urethra.']",False,0,0,0.1576971858739853,0,0.08888888888888889,0.09945651143789291
23,"Does BoJack believe he is ""nailing"" the interview with Charlie Rose?","Yes, despite being incredibly drunk.","BOJACK: Is it just me, or am I nailing this interview? I kind of feel like I'm nailing it.","Yes, BoJack believes he is ""nailing"" the interview with Charlie Rose, as he explicitly states this in the conversation.","['ENT: Charlie Rose interviewing BoJack', ""BOJACK: Is it just me, or am I nailing this interview? I kind of feel like I'm nailing it."", ""BOJACK: That's a great question, Charlie."", 'BOJACK: What?', 'BOJACK: What?']","[{'tokens': 7, 'role': 'ENT', 'chunk': 0, 'source_para': 11}, {'tokens': 28, 'role': 'BOJACK', 'chunk': 0, 'source_para': 24}, {'source_para': 35, 'role': 'BOJACK', 'tokens': 12, 'chunk': 0}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 223, 'tokens': 6}]",Internal Context & Emotional State,"[""BOJACK: Is it just me, or am I nailing this interview? I kind of feel like I'm nailing it.""]",False,0,1,1.0000001192092896,0,0.08333333333333333,0.22553957998752594
24,What is BoJack's deepest fear regarding his memoir?,"That if the book isn't good, people will realize he is a failure/joke forever.","BOJACK: I'm a joke, and if this book isn't good, I'm gonna be a joke forever.","BoJack's deepest fear regarding his memoir is that he might actually have to write it, as evidenced by his panic and questioning of his ability to do so.","[""Bojack gets 'spooked' and begins to panic trampling everything in his path"", 'BOJACK: Well, finishing my memoir, I guess.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Why did I say I could write a book?']","[{'role': 'UNKNOWN', 'chunk': 0, 'source_para': 149, 'tokens': 18}, {'role': 'BOJACK', 'tokens': 13, 'source_para': 433, 'chunk': 0}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'chunk': 0, 'tokens': 6, 'role': 'BOJACK', 'source_para': 223}, {'chunk': 0, 'source_para': 291, 'role': 'BOJACK', 'tokens': 14}]",Internal Context & Emotional State,"[""I'm a joke, and if this book isn't good, I'm gonna be a joke forever.""]",False,0,0,0.38554662466049194,0,0.14285714285714285,0.40344715118408203
25,What physical symptom of stress does BoJack experience?,He has a mild anxiety attack (chest pain/trouble breathing).,"PIG DOCTOR: Well, BoJack, it looks like what you experienced was a mild anxiety attack.","According to the context, BoJack experiences trampling everything in his path as a physical symptom of stress during a panic attack.","['PIG DOCTOR: Well, BoJack, it looks like what you experienced was a mild anxiety attack.', ""BOJACK: Relax? Easy for you to say, you hippie. You've never had a day of stress in your life."", ""BOJACK: That's actually a lot of pressure."", 'BOJACK: You have other patients?', ""Bojack gets 'spooked' and begins to panic trampling everything in his path""]","[{'source_para': 353, 'chunk': 0, 'tokens': 22, 'role': 'PIG DOCTOR'}, {'role': 'BOJACK', 'tokens': 28, 'source_para': 293, 'chunk': 0}, {'source_para': 85, 'role': 'BOJACK', 'chunk': 0, 'tokens': 12}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 9, 'source_para': 369}, {'role': 'UNKNOWN', 'tokens': 18, 'source_para': 149, 'chunk': 0}]",Internal Context & Emotional State,"['PIG DOCTOR: Well, BoJack, it looks like what you experienced was a mild anxiety attack.']",False,1,1,1.0,0,0.06666666666666667,0.3714613616466522
26,How does Diane feel about parties?,They make her anxious because she didn't go to them in high school.,DIANE: Parties make me anxious in a real broad sense. ... because I never got the practice because I didn't get invited to any parties in high school.,"Diane feels anxious about parties. She specifically mentions that parties make her anxious in a ""broad sense.""","[""DIANE: I don't know. Parties make me anxious in a real broad sense. Like, look at that guy. He's having fun. Why haven't I figured it out?"", ""What am I talking about? You don't care about any of that. Shut up, Diane. You're at a party, compliment the host."", ""DIANE: I'm probably just overthinking it because I never got the practice because I didn't get invited to any parties in high school."", ""DIANE: It's Diane."", 'DIANE:What would make you happy?']","[{'chunk': 0, 'tokens': 38, 'role': 'DIANE', 'source_para': 401}, {'role': 'UNKNOWN', 'chunk': 0, 'source_para': 406, 'tokens': 30}, {'role': 'DIANE', 'chunk': 0, 'tokens': 29, 'source_para': 405}, {'chunk': 0, 'role': 'DIANE', 'source_para': 397, 'tokens': 7}, {'chunk': 0, 'source_para': 432, 'role': 'DIANE', 'tokens': 9}]",Internal Context & Emotional State,"[""DIANE: I'm probably just overthinking it because I never got the practice because I didn't get invited to any parties in high school.""]",False,0,1,1.0,0,0.33333333333333337,0.5094895362854004
27,Does BoJack think he is responsible for his own happiness?,"No, he finds the idea depressing and claims he can't even handle breakfast.",BOJACK: I'm responsible for my own happiness? I can't even be responsible for my own breakfast.,"No, BoJack does not think he is responsible for his own happiness. He explicitly states, ""I'm responsible for my own happiness? I can't even be responsible for my own breakfast."" This implies that he does not believe he is capable of taking care of himself or being responsible for his own happiness.","[""BOJACK: I'm responsible for my own happiness? I can't even be responsible for my own breakfast."", ""BOJACK He's so stupid he doesn't realize how miserable he should be. I envy that."", 'BOJACK: What?', 'BOJACK: What?', ""BOJACK: You're dating him?""]","[{'role': 'BOJACK', 'tokens': 23, 'source_para': 429, 'chunk': 0}, {'source_para': 419, 'chunk': 0, 'role': 'UNKNOWN', 'tokens': 21}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 6, 'source_para': 223}, {'tokens': 9, 'chunk': 0, 'role': 'BOJACK', 'source_para': 448}]",Internal Context & Emotional State,"[""BOJACK: I'm responsible for my own happiness? I can't even be responsible for my own breakfast.""]",False,1,1,1.0,0,0.12307692307692308,0.5124895572662354
28,Why does BoJack watch reruns of his old show?,"He wants to watch ""good, likable people who love each other"" where everything turns out okay.","BOJACK: ...you just want to watch a show about good, likable people who love each other, where, you know, no matter what happens, at the end of 30 minutes, everything's gonna turn out okay.","The context does not explicitly state why BoJack watches reruns of his old show. It appears to be a passing mention of a show, but the reason for BoJack's viewing is not discussed. However, it can be inferred that BoJack might be watching his old show due to its mention and possibly being on TV at the time, as it appears to be ""on TV"" in the provided dialogue.","[""BOJACK: 'Cause I I think the show's actually pretty solid for what it is."", ""BOJACK ON TV: Now, that's a horse of a different -"", 'BOJACK: What?', 'BOJACK: What?', ""BOJACK He's so stupid he doesn't realize how miserable he should be. I envy that.""]","[{'source_para': 29, 'chunk': 0, 'role': 'BOJACK', 'tokens': 20}, {'source_para': 128, 'chunk': 0, 'role': 'BOJACK ON TV', 'tokens': 16}, {'source_para': 184, 'role': 'BOJACK', 'tokens': 6, 'chunk': 0}, {'chunk': 0, 'tokens': 6, 'source_para': 223, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 21, 'role': 'UNKNOWN', 'source_para': 419}]",Internal Context & Emotional State,"["", for a lot of people, life is just one long, hard kick in the urethra, and sometimes when you get home from a long day of getting kicked in the urethra, you just want to watch a show about good, likable people who love each other, where, you know, no matter what happens, at the end of 30 minutes, everything's gonna turn out okay.""]",False,0,0,0.3780061602592468,0,0.023529411764705885,0.35339421033859253
29,How does BoJack feel about his weight?,Insecure; he worries he is getting chubby/fat.,BOJACK: You've seen me naked. Do you think I'm getting chubby?,"Based on the context, it appears that BoJack is sensitive about his weight. He initially reacts defensively to the suggestion that he's fat, asking if someone thinks he's fat and then asking if it looks judgmental. This suggests that he is insecure about his weight and is trying to gauge the reactions of those around him.","[""BOJACK: You think I'm fat."", ""BOJACK: Great. Then, as my agent, do you think I'm getting fat?"", 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Does it look judgmental?']","[{'source_para': 209, 'role': 'BOJACK', 'chunk': 0, 'tokens': 10}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 20, 'source_para': 238}, {'source_para': 184, 'chunk': 0, 'tokens': 6, 'role': 'BOJACK'}, {'tokens': 6, 'source_para': 223, 'chunk': 0, 'role': 'BOJACK'}, {'source_para': 533, 'tokens': 10, 'role': 'BOJACK', 'chunk': 0}]",Internal Context & Emotional State,"[""BOJACK: You've seen me naked. Do you think I'm getting chubby?""]",False,0,0,0.575383722782135,0,0.06349206349206349,0.5172537565231323
30,What is BoJack's general activity level these days?,He sits around the house and complains.,"BOJACK: Well, mostly I just sit around the house and complain about things.",BoJack is a busy guy. He lives a very active lifestyle.,"['BOJACK: What actions?', 'BOJACK: Actually, I am a busy guy. I live a very active lifestyle.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: No?']","[{'role': 'BOJACK', 'chunk': 0, 'source_para': 146, 'tokens': 7}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 264, 'tokens': 19}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 223, 'tokens': 6}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 6, 'source_para': 437}]",Internal Context & Emotional State,"['BOJACK: Well, mostly I just sit around the house and complain about things.']",False,0,0,0.4284794330596924,0,0.1111111111111111,0.23750431835651398
31,"How does BoJack perceive the ""Dad from The Brady Bunch"" story?",He sees it as profoundly sad that four men lived together but were all alone.,"BOJACK: They were four men living all together, but they were all alone. That is profoundly sad.","Based on the context, it seems that BoJack is initially trying to recall the story of the ""Dad from The Brady Bunch"" and mentions that the father was bringing up three boys of his own, suggesting that BoJack is aware of the show's premise and the father's character. However, it's unclear how BoJack perceives the story itself, as the conversation is cut short by the sudden appearance of BoJack on TV.","['DIANE: No, the story is that the guy who played the dad hated being on The Brady Bunch because he was a real actor, and he considered it beneath him. Sound familiar?', 'DIANE: Hey, do you know the story of the dad from The Brady Bunch?', 'BOJACK: Do I know his story? If I recall correctly, he was bringing up three boys of his own.', ""BOJACK: So it's not because of the thing with the baby?"", 'BOJACK ON TV: Wait, did you just call me ""Daddy""?']","[{'role': 'DIANE', 'source_para': 424, 'tokens': 39, 'chunk': 0}, {'tokens': 19, 'source_para': 420, 'role': 'DIANE', 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 421, 'tokens': 25}, {'chunk': 0, 'source_para': 189, 'tokens': 16, 'role': 'BOJACK'}, {'tokens': 17, 'role': 'BOJACK ON TV', 'chunk': 0, 'source_para': 269}]",Internal Context & Emotional State,"['BOJACK: They were four men living all together, but they were all alone. That is profoundly sad.']",False,0,0,0.47038793563842773,0,0.06976744186046512,0.2808338701725006
32,Why is Pinky pressuring BoJack to finish the book?,Penguin Publishing is out of money and needs a bestseller to save the company.,PINKY: We're living month to month here. We're kind of counting on your autobiography to save the company,"The context does not explicitly mention Pinky pressuring BoJack to finish the book. However, it can be inferred that Pinky is pressuring BoJack to finish the book because BoJack mentions ""finishing my memoir"", and BoJack himself seems to be questioning why he said he could write a book.","['BOJACK: Why did I say I could write a book?', ""BOJACK: Come on, Pinky, you're an editor at a major publishing house! Why the desperation?"", 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Well, finishing my memoir, I guess.']","[{'role': 'BOJACK', 'tokens': 14, 'chunk': 0, 'source_para': 291}, {'source_para': 502, 'tokens': 24, 'chunk': 0, 'role': 'BOJACK'}, {'source_para': 184, 'role': 'BOJACK', 'chunk': 0, 'tokens': 6}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 223}, {'role': 'BOJACK', 'source_para': 433, 'chunk': 0, 'tokens': 13}]",Plot & Motivation,"[""PINKY: We're living month to month here. We're kind of counting on your autobiography to save the company, no pressure.""]",False,0,0,0.3312397003173828,0,0.16129032258064516,0.16648860275745392
33,What bad investment did Penguin Publishing make?,They spent $20 million on marketing Swamp Monsters of Malibu.,PINKY: Ever hear of a young adult franchise called the Swamp Monsters of Malibu? ... Then why did we spend $20 million on marketing?,This information is not present in the context.,"['PINKY: Look, we really need a bestseller here at Penguin. Things are not that great for me, money wise.', 'PINKY: Just an issue with the bank and a lack of money in it. Now, as you know, Penguin is very eager to publish your memoirs, but you keep missing your deadlines.', ""Remember that book you're pretending to write? Well, Penguin wants an update on your progress."", 'ENT: Penguin HQ', ""BOJACK: Come on, Pinky, you're an editor at a major publishing house! Why the desperation?""]","[{'source_para': 76, 'role': 'PINKY', 'chunk': 0, 'tokens': 27}, {'tokens': 41, 'chunk': 0, 'source_para': 69, 'role': 'PINKY'}, {'source_para': 246, 'role': 'UNKNOWN', 'chunk': 0, 'tokens': 19}, {'chunk': 0, 'source_para': 252, 'tokens': 4, 'role': 'ENT'}, {'role': 'BOJACK', 'tokens': 24, 'source_para': 502, 'chunk': 0}]",Plot & Motivation,['Ever hear of a young adult franchise called the Swamp Monsters of Malibu?'],False,0,0,0.18616151809692383,0,0.0,0.05488830804824829
34,Why hasn't BoJack finished his book yet?,He procrastinates and has written literally nothing in a year and a half.,"CAROLYN: If it's so important, why have you written literally nothing in a year and a half?","The context doesn't explicitly state why BoJack hasn't finished his book yet. However, it implies that he might be struggling with self-doubt and a lack of motivation, as he mentions that he can see a negative headline about his book. This suggests that he might be uncertain about the quality of his writing or the interest people will have in his life story.","['BOJACK: Why did I say I could write a book?', 'BOJACK: Well, finishing my memoir, I guess.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: I can see the headline now, ""Stupid BoJack writes a stupid book about his stupid life, nobody cares.""']","[{'role': 'BOJACK', 'chunk': 0, 'tokens': 14, 'source_para': 291}, {'tokens': 13, 'role': 'BOJACK', 'source_para': 433, 'chunk': 0}, {'source_para': 184, 'tokens': 6, 'chunk': 0, 'role': 'BOJACK'}, {'role': 'BOJACK', 'source_para': 223, 'tokens': 6, 'chunk': 0}, {'chunk': 0, 'source_para': 308, 'role': 'BOJACK', 'tokens': 28}]",Plot & Motivation,"[""CAROLYN: If it's so important, why have you written literally nothing in a year and a half?""]",False,0,0,0.44648104906082153,0,0.10526315789473684,0.3815345764160156
